,address,Route Name,Route Latitude,Route Longitude,Venue,Venue Summary,Venue Category,Distance,Address,Neighborhood Latitude,Neighborhood Longitude,Route_Name
1815,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,924,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1816,,,,,Pets at Home,This spot is popular,Pet Store,710,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1817,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,868,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1818,,,,,B&M Store,This spot is popular,Discount Store,606,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1819,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,398,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1820,,,,,Costa Coffee,This spot is popular,Coffee Shop,544,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1821,,,,,Iceland,This spot is popular,Grocery Store,431,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1822,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,552,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1823,,,,,Greggs,This spot is popular,Bakery,957,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1824,,,,,Co-op Food,This spot is popular,Grocery Store,930,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1825,,,,,Lidl,This spot is popular,Supermarket,244,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1826,,,,,Poundland,This spot is popular,Discount Store,659,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1827,,,,,Golden City,This spot is popular,Chinese Restaurant,180,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1828,,,,,Wickes,This spot is popular,Hardware Store,885,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1829,,,,,Sainsbury's,This spot is popular,Supermarket,586,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1830,,,,,Kopernik,This spot is popular,Food & Drink Shop,585,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1831,,,,,Chicken Delite,This spot is popular,Burger Joint,662,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1832,,,,,Karma Footprints LTD,This spot is popular,IT Services,697,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1833,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,804,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1834,,,,,Absolutely Fitness,This spot is popular,Recreation Center,810,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1835,,,,,McDonald's,This spot is popular,Fast Food Restaurant,937,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1836,,,,,Subway,This spot is popular,Sandwich Place,956,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1837,,,,,Wokhei,This spot is popular,Noodle House,928,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1838,,,,,Fairprice Supermarket,This spot is popular,Grocery Store,937,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1839,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,945,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1840,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,989,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1841,,,,,KFC,This spot is popular,Fast Food Restaurant,756,SL2 1DJ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1842,,,,,Pets at Home,This spot is popular,Pet Store,641,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1843,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,629,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1844,,,,,B&M Store,This spot is popular,Discount Store,500,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1845,,,,,Greggs,This spot is popular,Bakery,683,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1846,,,,,Costa Coffee,This spot is popular,Coffee Shop,531,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1847,,,,,Co-op Food,This spot is popular,Grocery Store,841,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1848,,,,,Iceland,This spot is popular,Grocery Store,424,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1849,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,439,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1850,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,531,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1851,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,754,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1852,,,,,Poundland,This spot is popular,Discount Store,591,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1853,,,,,Costa Coffee,This spot is popular,Coffee Shop,992,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1854,,,,,Lidl,This spot is popular,Supermarket,426,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1855,,,,,Golden City,This spot is popular,Chinese Restaurant,358,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1856,,,,,Wickes,This spot is popular,Hardware Store,783,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1857,,,,,Sainsbury's,This spot is popular,Supermarket,544,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1858,,,,,Equinix LD5,This spot is popular,IT Services,725,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1859,,,,,Kopernik,This spot is popular,Food & Drink Shop,587,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1860,,,,,Subway,This spot is popular,Sandwich Place,662,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1861,,,,,Wokhei,This spot is popular,Noodle House,665,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1862,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,683,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1863,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,783,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1864,,,,,Karma Footprints LTD,This spot is popular,IT Services,914,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1865,,,,,Absolutely Karting,This spot is popular,Go Kart Track,983,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1866,,,,,Europcar Slough,This spot is popular,Rental Car Location,993,SL2 1DL Furnival Avenue,51.5271381,-0.6216214999999999,Furnival Avenue
1867,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,579,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1868,,,,,Pets at Home,This spot is popular,Pet Store,670,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1869,,,,,B&M Store,This spot is popular,Discount Store,526,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1870,,,,,Greggs,This spot is popular,Bakery,659,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1871,,,,,Co-op Food,This spot is popular,Grocery Store,808,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1872,,,,,Costa Coffee,This spot is popular,Coffee Shop,570,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1873,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,569,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1874,,,,,Iceland,This spot is popular,Grocery Store,466,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1875,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,485,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1876,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,735,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1877,,,,,Poundland,This spot is popular,Discount Store,621,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1878,,,,,Costa Coffee,This spot is popular,Coffee Shop,981,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1879,,,,,Lidl,This spot is popular,Supermarket,477,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1880,,,,,Wickes,This spot is popular,Hardware Store,806,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1881,,,,,Golden City,This spot is popular,Chinese Restaurant,409,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1882,,,,,Equinix LD5,This spot is popular,IT Services,686,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1883,,,,,Sainsbury's,This spot is popular,Supermarket,579,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1884,,,,,Subway,This spot is popular,Sandwich Place,624,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1885,,,,,Kopernik,This spot is popular,Food & Drink Shop,627,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1886,,,,,Wokhei,This spot is popular,Noodle House,646,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1887,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,665,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1888,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,760,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1889,,,,,Europcar Slough,This spot is popular,Rental Car Location,944,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1890,,,,,Absolutely Karting,This spot is popular,Go Kart Track,969,SL2 1DN Furnival Avenue,51.5270732,-0.6223506999999999,Furnival Avenue
1891,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,996,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1892,,,,,Pets at Home,This spot is popular,Pet Store,605,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1893,,,,,B&M Store,This spot is popular,Discount Store,590,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1894,,,,,Costa Coffee,This spot is popular,Coffee Shop,430,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1895,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,315,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1896,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,446,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1897,,,,,Iceland,This spot is popular,Grocery Store,384,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1898,,,,,Poundland,This spot is popular,Discount Store,570,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1899,,,,,Lidl,This spot is popular,Supermarket,196,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1900,,,,,Golden City,This spot is popular,Chinese Restaurant,266,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1901,,,,,Karma Footprints LTD,This spot is popular,IT Services,292,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1902,,,,,Wickes,This spot is popular,Hardware Store,783,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1903,,,,,Kopernik,This spot is popular,Food & Drink Shop,428,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1904,,,,,Sainsbury's,This spot is popular,Supermarket,492,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1905,,,,,Chicken Delite,This spot is popular,Burger Joint,538,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1906,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,669,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1907,,,,,Carphone Warehouse,This spot is popular,Mobile Phone Shop,790,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1908,,,,,McDonald's,This spot is popular,Fast Food Restaurant,861,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1909,,,,,San Marco,This spot is popular,Italian Restaurant,944,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1910,,,,,Absolutely Fitness,This spot is popular,Recreation Center,955,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1911,,,,,Priestley Bakers,This spot is popular,Bakery,971,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1912,,,,,KFC,This spot is popular,Fast Food Restaurant,687,SL2 1DP Essex Avenue,51.52799479999999,-0.6127248000000001,Essex Avenue
1913,,,,,Pets at Home,This spot is popular,Pet Store,710,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1914,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,868,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1915,,,,,B&M Store,This spot is popular,Discount Store,606,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1916,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,398,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1917,,,,,Costa Coffee,This spot is popular,Coffee Shop,544,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1918,,,,,Iceland,This spot is popular,Grocery Store,431,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1919,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,552,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1920,,,,,Greggs,This spot is popular,Bakery,957,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1921,,,,,Co-op Food,This spot is popular,Grocery Store,930,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1922,,,,,Lidl,This spot is popular,Supermarket,244,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1923,,,,,Poundland,This spot is popular,Discount Store,659,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1924,,,,,Golden City,This spot is popular,Chinese Restaurant,180,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1925,,,,,Wickes,This spot is popular,Hardware Store,885,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1926,,,,,Sainsbury's,This spot is popular,Supermarket,586,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1927,,,,,Kopernik,This spot is popular,Food & Drink Shop,585,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1928,,,,,Chicken Delite,This spot is popular,Burger Joint,662,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1929,,,,,Karma Footprints LTD,This spot is popular,IT Services,697,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1930,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,804,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1931,,,,,Absolutely Fitness,This spot is popular,Recreation Center,810,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1932,,,,,McDonald's,This spot is popular,Fast Food Restaurant,937,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1933,,,,,Subway,This spot is popular,Sandwich Place,956,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1934,,,,,Wokhei,This spot is popular,Noodle House,928,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1935,,,,,Fairprice Supermarket,This spot is popular,Grocery Store,937,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1936,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,945,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1937,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,989,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1938,,,,,KFC,This spot is popular,Fast Food Restaurant,756,SL2 1DQ Franklin Avenue,51.52892979999999,-0.6184754,Franklin Avenue
1939,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,987,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1940,,,,,Pets at Home,This spot is popular,Pet Store,611,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1941,,,,,B&M Store,This spot is popular,Discount Store,598,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1942,,,,,Costa Coffee,This spot is popular,Coffee Shop,437,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1943,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,325,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1944,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,453,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1945,,,,,Iceland,This spot is popular,Grocery Store,394,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1946,,,,,Poundland,This spot is popular,Discount Store,577,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1947,,,,,Lidl,This spot is popular,Supermarket,209,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1948,,,,,Karma Footprints LTD,This spot is popular,IT Services,279,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1949,,,,,Golden City,This spot is popular,Chinese Restaurant,279,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1950,,,,,Wickes,This spot is popular,Hardware Store,788,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1951,,,,,Kopernik,This spot is popular,Food & Drink Shop,434,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1952,,,,,Sainsbury's,This spot is popular,Supermarket,499,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1953,,,,,Chicken Delite,This spot is popular,Burger Joint,543,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1954,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,665,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1955,,,,,Carphone Warehouse,This spot is popular,Mobile Phone Shop,786,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1956,,,,,McDonald's,This spot is popular,Fast Food Restaurant,867,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1957,,,,,San Marco,This spot is popular,Italian Restaurant,935,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1958,,,,,Absolutely Fitness,This spot is popular,Recreation Center,966,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1959,,,,,Priestley Bakers,This spot is popular,Bakery,976,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1960,,,,,KFC,This spot is popular,Fast Food Restaurant,694,SL2 1DR Essex Avenue,51.5280114,-0.6125390000000001,Essex Avenue
1961,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,926,SL2 1DS Surrey Avenue,51.5287324,-0.6126451999999999,Surrey Avenue
1962,,,,,Pets at Home,This spot is popular,Pet Store,685,SL2 1DS Surrey Avenue,51.5287324,-0.6126451999999999,Surrey Avenue
